,index,name,inchikey,formula,ionization,precursormz,rank
602,602,(water loss)Asp-Glu,CKAJHWFHHFSCDT-WHFBIAKZSA-N,C15H28N2O6Si2,[M+H]+,389.15509,0
603,603,(water loss)Asp-Glu,CKAJHWFHHFSCDT-WHFBIAKZSA-N,C18H36N2O6Si3,[M+H]+,461.19437,1
604,604,phloretin,VGEREEWJJVICBM-UHFFFAOYSA-N,C27H46O5Si4,[M+H]+,563.24823,no correct formula
605,605,phenylalanine,COLNVLDHVKWLRT-QMMMGPOBSA-N,C12H19N1O2Si1,[M+H]+,238.12528,0
606,606,phloroglucinol,QCDYQQDYXPDABM-UHFFFAOYSA-N,C15H30O3Si3,[M+H]+,343.15634,0
607,607,"DL-3,4-dihydroxyphenylglycol",MTVWFVDWRVYDOR-UHFFFAOYSA-N,C11H18O4Si1,[M+H]+,243.23126,no correct formula
608,608,"DL-3,4-dihydroxyphenylglycol",MTVWFVDWRVYDOR-UHFFFAOYSA-N,C14H26O4Si2,[M+H]+,315.10211,no correct formula
609,609,"DL-3,4-dihydroxyphenylglycol",MTVWFVDWRVYDOR-UHFFFAOYSA-N,C14H26O4Si2,[M+H]+,315.10208,no correct formula
610,610,"DL-3,4-dihydroxyphenylglycol",MTVWFVDWRVYDOR-UHFFFAOYSA-N,C20H42O4Si4,[M-H]+,457.20608,0
611,611,L-kynurenine,YGPSJZOEDVAXAB-QMMMGPOBSA-N,C16H28N2O3Si2,[M+H]+,353.16952,0
612,612,L-kynurenine,YGPSJZOEDVAXAB-QMMMGPOBSA-N,C19H36N2O3Si3,[M]+,424.20209,no correct formula
613,613,4-hydroxy-6-methyl-2-pyrone,NSYSSMYQPLSPOD-UHFFFAOYSA-N,C6H6O3,[M+H]+,127.03869,0
614,614,4-hydroxyquinoline,PMZDQRJGMBOQBF-UHFFFAOYSA-N,C12H15N1O1Si1,[M]+,217.0914,0
615,615,4-hydroxyquinoline,PMZDQRJGMBOQBF-UHFFFAOYSA-N,C12H15N1O1Si1,[M+H]+,218.09946,0
616,616,3-methyl-L-histidine,JDHILDINMRGULE-LURJTMIESA-N,C13H27N3O2Si2,[M+H]+,314.17081,0
617,617,phenaceturic acid,UTYVDVLMYQPLQB-UHFFFAOYSA-N,C13H19N1O3Si1,[M+H]+,266.12018,0
618,618,farnesol,CRDAMVZIKSXKFV-YFVJMOTDSA-N,C15H26O1,[M-H]+,221.08411,no correct formula
619,619,urethane,JOYRKODLDBILNP-UHFFFAOYSA-N,C6H15N1O2Si1,[M+H]+,162.09428,0
620,620,urethane,JOYRKODLDBILNP-UHFFFAOYSA-N,C6H15N1O2Si1,[M+H]+,162.09433,0
621,621,"dihydro-4,4-dimethyl-2,3-furandione",HRTOQFBQOFIFEE-UHFFFAOYSA-N,C7H11O3N1,[M+H]+,158.09938,no correct formula
622,622,4-guanidinobutyric acid,TUHVEAJXIMEOSA-UHFFFAOYSA-N,C8H19N3O2Si1,[M+H]+,218.15668,no correct formula
623,623,beta-alanine,UCMIRNVEIXFBKS-UHFFFAOYSA-N,C12H31N1O2Si3,[M+H]+,306.17267,1
624,624,beta-alanine,UCMIRNVEIXFBKS-UHFFFAOYSA-N,C12H31N1O2Si3,[M+H]+,306.17255,1
625,625,(water loss)4-guanidinobutyric acid,TUHVEAJXIMEOSA-UHFFFAOYSA-N,C8H17N3O1Si1,[M+H]+,200.12073,0
626,626,4-hydroxyphenylacetic acid,XQXPVVBIMDBYFF-UHFFFAOYSA-N,C14H24O3Si2,[M+H]+,297.13287,1
627,627,(water loss)N-carbamyl-L-glutamic acid,LCQLHJZYVOQKHU-VKHMYHEASA-N,C15H32N2O4Si3,[M+H]+,389.17364,0
628,628,(water loss)N-carbamyl-L-glutamic acid,LCQLHJZYVOQKHU-VKHMYHEASA-N,C12H24N2O4Si2,[M+H]+,317.13406,0
629,629,N-carbamyl-L-glutamic acid,LCQLHJZYVOQKHU-VKHMYHEASA-N,C12H26N2O5Si2,[M+H]+,335.14386,0
630,630,N-carbamyl-L-glutamic acid,LCQLHJZYVOQKHU-VKHMYHEASA-N,C15H34N2O5Si3,[M+H]+,407.18317,1
631,631,guanosine,NYHBQMYGNKIUIF-UUOKFMHZSA-N,C22H45N5O5Si4,[M+H]+,572.25598,no correct formula
632,632,guanosine,NYHBQMYGNKIUIF-UUOKFMHZSA-N,C25H53N5O5Si5,[M+H]+,644.2945,no correct formula
633,633,(water loss)acetanilide,FZERHIULMFGESH-UHFFFAOYSA-N,C11H15N1Si1,[M+H]+,190.12556,no correct formula
634,634,acetanilide,FZERHIULMFGESH-UHFFFAOYSA-N,C11H17N1O1Si1,[M+H]+,208.11458,0
635,635,L-pyroglutamic acid,ODHCTXKNWHHXJC-VKHMYHEASA-N,C5H7N1O3,[M]+,129.10202,no correct formula
636,636,L-pyroglutamic acid,ODHCTXKNWHHXJC-VKHMYHEASA-N,C8H15N1O3Si1,[M+H]+,202.0891,2
637,637,L-pyroglutamic acid,ODHCTXKNWHHXJC-VKHMYHEASA-N,C11H23N1O3Si2,[M+H]+,274.12845,0
638,638,L-pyroglutamic acid,ODHCTXKNWHHXJC-VKHMYHEASA-N,C11H23N1O3Si2,[M+H]+,274.12854,0
639,639,L-ornithine,AHLPHDHHMVZTML-BYPYZUCNSA-N,C14H36N2O2Si3,[M+H]+,349.21463,1
640,640,L-ornithine,AHLPHDHHMVZTML-BYPYZUCNSA-N,C17H44N2O2Si4,[M+H]+,421.25384,2
641,641,pyridoxine,LXNHXLLTXMVWPM-UHFFFAOYSA-N,C17H35N1O3Si3,[M+H]+,386.19888,3
642,642,(water loss)pyridoxine,LXNHXLLTXMVWPM-UHFFFAOYSA-N,C14H25N1O2Si2,[M+H]+,296.14551,no correct formula
643,643,5â€²-deoxy-5â€²-(methylthio)adenosine,WUUGFSXJNOTRMR-IOSLPCCCSA-N,C17H31N5O3S1Si2,[M+H]+,442.17496,4
644,644,5â€²-deoxy-5â€²-(methylthio)adenosine,WUUGFSXJNOTRMR-IOSLPCCCSA-N,C20H39N5O3S1Si3,[M+H]+,514.21484,no correct formula
645,645,nicotinic acid,PVNIIMVLHYAWGP-UHFFFAOYSA-N,C9H13N1O2Si1,[M+H]+,196.07867,0
646,646,lauric acid,POULHZVOKOAJMA-UHFFFAOYSA-N,C15H32O2Si1,[M+H]+,273.22382,0
647,647,citric acid,KRKNYBCHXYNGOX-UHFFFAOYSA-N,C18H40O7Si4,[M+H]+,481.1919,4
648,648,"3,5-dimethoxy-4-hydroxycinnamic acid",PCMORTLOPMLEFB-ONEGZZNKSA-N,C17H28O5Si2,[M+H]+,369.15311,1
649,649,"3,5-dimethoxy-4-hydroxycinnamic acid",PCMORTLOPMLEFB-ONEGZZNKSA-N,C17H28O5Si2,[M+H]+,369.15329,0
650,650,liquiritigenin,FURUXTVZLHCCNA-AWEZNQCLSA-N,C21H28O4Si2,[M+H]+,401.15866,1
651,651,alanine,QNAYBMKLOCPYGJ-UHFFFAOYSA-N,C9H23N1O2Si2,[M+H]+,234.13409,0
652,652,alanine,QNAYBMKLOCPYGJ-UHFFFAOYSA-N,C9H23N1O2Si2,[M+H]+,234.13452,0
653,653,isoleucine,AGPKZVBTJJNPAG-WHFBIAKZSA-N,C9H21N1O2Si1,[M+H]+,204.14194,0
654,654,isoleucine,AGPKZVBTJJNPAG-WHFBIAKZSA-N,C9H21N1O2Si1,[M+H]+,204.14175,0
655,655,isoleucine,AGPKZVBTJJNPAG-WHFBIAKZSA-N,C12H29N1O2Si2,[M+H]+,276.1814,0
656,656,isoleucine,AGPKZVBTJJNPAG-WHFBIAKZSA-N,C12H29N1O2Si2,[M+H]+,276.1814,0
657,657,glycine,DHMQDGOQFOQNFH-UHFFFAOYSA-N,C11H29N1O2Si3,[M+H]+,292.15832,1
658,658,aspartic acid,CKLJMWTZIZZHCS-REOHCLBHSA-N,C10H23N1O4Si2,[M+H]+,278.12448,0
659,659,(water loss)asparagine,DCXYFEDJOCDNAF-REOHCLBHSA-N,C10H22N2O2Si2,[M+H]+,259.12985,0
660,660,aspartic acid,CKLJMWTZIZZHCS-REOHCLBHSA-N,C13H31N1O4Si3,[M+H]+,350.164,1
661,661,(water loss)glycine,DHMQDGOQFOQNFH-UHFFFAOYSA-N,C11H27N1O1Si3,[M+H]+,274.12943,no correct formula
662,662,glutamic acid,WHUUTDBJXJRKMK-VKHMYHEASA-N,C14H33N1O4Si3,[M+H]+,364.17935,1
663,663,leucine,ROHFNLRQFUQHCH-YFKPBYRVSA-N,C9H21N1O2Si1,[M+H]+,204.14189,0
664,664,leucine,ROHFNLRQFUQHCH-YFKPBYRVSA-N,C9H21N1O2Si1,[M+H]+,204.14206,0
665,665,proline,ONIBWKKTOPOVIA-BYPYZUCNSA-N,C8H17N1O2Si1,[M+H]+,188.11064,0
666,666,serine,MTCFGRXMJLQNBG-REOHCLBHSA-N,C9H23N1O3Si2,[M+H]+,250.12956,0
667,667,threonine,AYFVYJQAPQTCCC-GBXIJSLDSA-N,C10H25N1O3Si2,[M+H]+,264.14514,0
668,668,proline,ONIBWKKTOPOVIA-BYPYZUCNSA-N,C8H17N1O2Si1,[M]+,187.16975,no correct formula
669,669,phenylalanine,COLNVLDHVKWLRT-QMMMGPOBSA-N,C12H19N1O2Si1,[M+H]+,238.12622,0
670,670,(water loss)serine,MTCFGRXMJLQNBG-REOHCLBHSA-N,C12H29N1O2Si3,[M+H]+,304.14002,no correct formula
671,671,tyrosine,OUYCCCASQSFEME-QMMMGPOBSA-N,C18H35N1O3Si3,[M+H]+,398.20035,0
672,672,tryptophan,QIVBCDIJIAJPQS-VIFPVBQESA-N,C20H36N2O2Si3,[M+H]+,421.2157,0
673,673,isocitrate,ODBLHEXUDAPZAU-UHFFFAOYSA-N,C6H8O7,[M-H]+,191.11632,no correct formula
674,674,pyruvate,LCTONWCANYUPML-UHFFFAOYSA-M,C7H14O3Si1N1,[M+H]+,190.14471,no correct formula
675,675,pyruvate,LCTONWCANYUPML-UHFFFAOYSA-M,C7H14O3Si1N1,[M+H]+,190.14435,no correct formula
676,676,pyruvate,LCTONWCANYUPML-UHFFFAOYSA-M,C7H14O3Si1N1,[M+H]+,190.12645,no correct formula
677,677,pyruvate,LCTONWCANYUPML-UHFFFAOYSA-M,C7H14O3Si1N1,[M+H]+,190.08995,no correct formula
678,678,pyruvate,LCTONWCANYUPML-UHFFFAOYSA-M,C7H14O3Si1N1,[M+H]+,190.12627,no correct formula
679,679,pyruvate,LCTONWCANYUPML-UHFFFAOYSA-M,C7H14O3Si1N1,[M+H]+,190.12624,no correct formula
680,680,(water loss)fumarate,VZCYOOQTPOCHFL-OWOJBTEDSA-L,C4O3,[M-H]+,97.10138,no correct formula
681,681,(water loss)pyruvate,LCTONWCANYUPML-UHFFFAOYSA-M,C7H12O2Si1N1,[M+H]+,172.07936,no correct formula
682,682,succinate,KDYFGRWQOYBRFD-UHFFFAOYSA-L,C10H20O4Si2,[M+H]+,263.11334,no correct formula
683,683,fumarate,VZCYOOQTPOCHFL-OWOJBTEDSA-L,C10H18O4Si2,[M+H]+,261.09769,no correct formula
684,684,(water loss)fumarate,VZCYOOQTPOCHFL-OWOJBTEDSA-L,C7O3H8Si1,[M-H]+,169.05881,no correct formula
685,685,malate,BJEPYKJPYRNKOW-UHFFFAOYSA-L,C13H28O5Si3,[M+H]+,351.14716,no correct formula
686,686,alpha-ketoglutarate,KPGXRSRHYNQIFN-UHFFFAOYSA-L,C12H23O5Si2N1,[M+H]+,320.13522,no correct formula
687,687,citrate,KRKNYBCHXYNGOX-UHFFFAOYSA-K,C18H37O7Si4,[M+H]+,481.19266,no correct formula
688,688,citrulline,RHGKLRLOHDJJDR-BYPYZUCNSA-N,C12H29N3O3Si2,[M]+,319.17639,2
689,689,(water loss)citrulline,RHGKLRLOHDJJDR-BYPYZUCNSA-N,C9H19N3O2Si1,[M+H]+,230.08113,no correct formula
690,690,pyridoxal,RADKZDMFGJYCBB-UHFFFAOYSA-N,C15H28N2O3Si2,[M+H]+,341.17038,0
691,691,uridine,DRTQHJPVMGBUCF-XVFCMESISA-N,C18H36N2O6Si3,[M+H]+,461.19376,2
692,692,(water loss)guanidinobutyric acid,TUHVEAJXIMEOSA-UHFFFAOYSA-N,C11H25N3O1Si2,[M+H]+,272.09146,no correct formula
693,693,glutaric acid,JFCQEDHGNNZCLN-UHFFFAOYSA-N,C11H24O4Si2,[M+H]+,277.12787,0
694,694,(water loss)gamma-aminobutyric acid,BTCSSZJGUNDROE-UHFFFAOYSA-N,C7H15N1O1Si1,[M-H]+,156.08337,0
695,695,gamma-aminobutyric acid,BTCSSZJGUNDROE-UHFFFAOYSA-N,C10H25N1O2Si2,[M+H]+,248.14856,0
696,696,(water loss)palmitoleic acid,SECPZKHBENQXJG-FPLPWBNLSA-N,C19H36O1Si1,[M+H]+,309.37378,nan
697,697,d-(+)-galacturonic acid,IAJILQKETJEXLJ-RSJOWCBRSA-N,C21H50O7Si5,[M+H]+,555.2475,6
698,698,palmitoleic acid,SECPZKHBENQXJG-FPLPWBNLSA-N,C19H38O2Si1,[M+H]+,327.27036,2
699,699,guanine,UYTPUPDQBNUYGX-UHFFFAOYSA-N,C14H29N5O1Si3,[M+H]+,368.17386,1
700,700,acetyl leucine,WXNXCEHXYPACJF-ZETCQYMHSA-N,C11H23N1O3Si1,[M+H]+,246.15131,0
701,701,hypotaurine,VVIUBCNYACGLLV-UHFFFAOYSA-N,C8H23N1O2S1Si2,[M+H]+,254.1051,2
702,702,L-cystine,LEVWYRKDKASIDU-IMJSIDKUSA-N,C12H28N2O4S2Si2,[M+H]+,385.12482,no correct formula
703,703,alpha-aminoadipic acid,OYIFNHCXNCRBQI-UHFFFAOYSA-N,C15H35N1O4Si3,[M+H]+,378.19379,1
704,704,phosphocholine,YHHSONZFOIEMCP-UHFFFAOYSA-N,C11H30N1O4P1Si2,[M-H]+,327.27045,no correct formula
705,705,kynurenic acid 1,HCZHHEIFKROPDY-UHFFFAOYSA-N,C16H23N1O3Si2,[M+H]+,334.12811,0
706,706,4-aminobutyric acid,BTCSSZJGUNDROE-UHFFFAOYSA-N,C10H25N1O2Si2,[M+H]+,248.14918,0
707,707,4-aminobutyric acid,BTCSSZJGUNDROE-UHFFFAOYSA-N,C10H25N1O2Si2,[M+H]+,248.14911,0
708,708,4-aminobutyric acid,BTCSSZJGUNDROE-UHFFFAOYSA-N,C10H25N1O2Si2,[M+H]+,248.14896,0
709,709,4-aminobutyric acid,BTCSSZJGUNDROE-UHFFFAOYSA-N,C10H25N1O2Si2,[M-H]+,246.13438,0
710,710,guanidinosuccinate,VVHOUVWJCQOYGG-REOHCLBHSA-N,C5H9N3O4,[M]+,175.16656,no correct formula
711,711,(water loss)guanidinosuccinate,VVHOUVWJCQOYGG-REOHCLBHSA-N,C5H7N3O3,[M+H]+,158.08029,no correct formula
712,712,(water loss)aniline,PAYRUJLWNCNPSJ-UHFFFAOYSA-N,C9H13N1Si1,[M+H]+,148.07788,no correct formula
713,713,(water loss)guanidinosuccinate,VVHOUVWJCQOYGG-REOHCLBHSA-N,C5H7N3O3,[M-H]+,156.08281,no correct formula
714,714,(water loss)epsilon-caprolactam,JBKVHLHDHHXQEQ-UHFFFAOYSA-N,C9H17N1Si1,[M-H]+,166.15947,no correct formula
715,715,guanidinosuccinate,VVHOUVWJCQOYGG-REOHCLBHSA-N,C5H9N3O4,[M-H]+,174.1125,no correct formula
716,716,(water loss)dithiothreitol,VHJLVAABSRFDPM-IMJSIDKUSA-N,C10H24O1S2Si2,[M+H]+,281.0545,no correct formula
717,717,dithiothreitol,VHJLVAABSRFDPM-IMJSIDKUSA-N,C13H34O2S2Si3,[M+H]+,371.11789,no correct formula
718,718,5-methyluridine,DWRXFEITVBNRMK-JXOAFFINSA-N,C10H14N2O6,[M-H]+,257.2214,no correct formula
719,719,(water loss)epsilon-caprolactam,JBKVHLHDHHXQEQ-UHFFFAOYSA-N,C6H9N1,[M]+,95.08529,no correct formula
720,720,guanidinosuccinate,VVHOUVWJCQOYGG-REOHCLBHSA-N,C5H9N3O4,[M-H]+,174.11054,no correct formula
721,721,guanidinosuccinate,VVHOUVWJCQOYGG-REOHCLBHSA-N,C5H9N3O4,[M+H]+,176.0551,no correct formula
722,722,parabanic acid,ZFLIKDUSUDBGCD-UHFFFAOYSA-N,C3H2N2O3,[M]+,114.01518,no correct formula
723,723,5-methyluridine,DWRXFEITVBNRMK-JXOAFFINSA-N,C10H14N2O6,[M+H]+,259.0914,no correct formula
724,724,dithiothreitol,VHJLVAABSRFDPM-IMJSIDKUSA-N,C10H26O2S2Si2,[M+H]+,299.16394,no correct formula
725,725,dopamine,VYFYYTLLBUKUHU-UHFFFAOYSA-N,C14H27N1O2Si2,[M+H]+,298.09433,no correct formula
726,726,dopamine,VYFYYTLLBUKUHU-UHFFFAOYSA-N,,[M+H]+,370.13294,no key formula
727,727,(water loss)phosphoenolpyruvic acid,DTBNBXWJWCWCIK-UHFFFAOYSA-N,C6H11O5P1Si1,[M-H]+,221.08333,no correct formula
728,728,dopamine,VYFYYTLLBUKUHU-UHFFFAOYSA-N,C20H43N1O2Si4,[M+H]+,442.24155,3
729,729,dopamine,VYFYYTLLBUKUHU-UHFFFAOYSA-N,C20H43N1O2Si4,[M-H]+,440.22687,4
730,730,dopamine,VYFYYTLLBUKUHU-UHFFFAOYSA-N,C20H43N1O2Si4,[M+H]+,442.2432,no correct formula
731,731,dithiothreitol,VHJLVAABSRFDPM-IMJSIDKUSA-N,C10H26O2S2Si2,[M+H]+,299.29242,no correct formula
732,732,guanidinosuccinate,VVHOUVWJCQOYGG-REOHCLBHSA-N,C5H9N3O4,[M]+,175.11281,no correct formula
733,733,(water loss)adenosine,OIRDTQYFTABQOQ-KQYNXXCUSA-N,C10H11N5O3,[M+H]+,250.07327,no correct formula
734,734,N-carbobenzyloxy-L-leucine,USPFMEKVPDBMCG-LBPRGKRZSA-N,C14H19N1O4,[M-H]+,264.08859,no correct formula
735,735,guanidinosuccinate,VVHOUVWJCQOYGG-REOHCLBHSA-N,C5H9N3O4,[M-H]+,174.11227,no correct formula
736,736,(water loss)adenosine,OIRDTQYFTABQOQ-KQYNXXCUSA-N,C13H19N5O3Si1,[M+H]+,322.10522,no correct formula
737,737,5-methyluridine,DWRXFEITVBNRMK-JXOAFFINSA-N,C16H30N2O6Si2,[M]+,402.16983,no correct formula
738,738,5-methyluridine,DWRXFEITVBNRMK-JXOAFFINSA-N,C22H46N2O6Si4,[M+H]+,547.24713,no correct formula
739,739,dithiothreitol,VHJLVAABSRFDPM-IMJSIDKUSA-N,C13H34O2S2Si3,[M-H]+,369.11829,no correct formula
740,740,(water loss)adenosine,OIRDTQYFTABQOQ-KQYNXXCUSA-N,C19H35N5O3Si3,[M+H]+,466.16406,no correct formula
741,741,dithiothreitol,VHJLVAABSRFDPM-IMJSIDKUSA-N,C10H26O2S2Si2,[M-H]+,297.27875,no correct formula
742,742,guanidinosuccinate,VVHOUVWJCQOYGG-REOHCLBHSA-N,C5H9N3O4,[M]+,175.16656,no correct formula
743,743,(water loss)guanidinosuccinate,VVHOUVWJCQOYGG-REOHCLBHSA-N,C5H7N3O3,[M+H]+,158.08029,no correct formula
744,744,(water loss)aniline,PAYRUJLWNCNPSJ-UHFFFAOYSA-N,C9H13N1Si1,[M+H]+,148.07788,no correct formula
745,745,(water loss)guanidinosuccinate,VVHOUVWJCQOYGG-REOHCLBHSA-N,C5H7N3O3,[M-H]+,156.08281,no correct formula
746,746,(water loss)epsilon-caprolactam,JBKVHLHDHHXQEQ-UHFFFAOYSA-N,C9H17N1Si1,[M-H]+,166.15947,no correct formula
747,747,guanidinosuccinate,VVHOUVWJCQOYGG-REOHCLBHSA-N,C5H9N3O4,[M-H]+,174.1125,no correct formula
748,748,(water loss)dithiothreitol,VHJLVAABSRFDPM-IMJSIDKUSA-N,C10H24O1S2Si2,[M+H]+,281.0545,no correct formula
749,749,dithiothreitol,VHJLVAABSRFDPM-IMJSIDKUSA-N,C13H34O2S2Si3,[M+H]+,371.11789,no correct formula
750,750,5-methyluridine,DWRXFEITVBNRMK-JXOAFFINSA-N,C10H14N2O6,[M-H]+,257.2214,no correct formula
751,751,(water loss)epsilon-caprolactam,JBKVHLHDHHXQEQ-UHFFFAOYSA-N,C6H9N1,[M]+,95.08529,no correct formula
752,752,guanidinosuccinate,VVHOUVWJCQOYGG-REOHCLBHSA-N,C5H9N3O4,[M-H]+,174.11054,no correct formula
753,753,guanidinosuccinate,VVHOUVWJCQOYGG-REOHCLBHSA-N,C5H9N3O4,[M+H]+,176.0551,no correct formula
754,754,parabanic acid,ZFLIKDUSUDBGCD-UHFFFAOYSA-N,C3H2N2O3,[M]+,114.01518,no correct formula
755,755,5-methyluridine,DWRXFEITVBNRMK-JXOAFFINSA-N,C10H14N2O6,[M+H]+,259.0914,no correct formula
756,756,dithiothreitol,VHJLVAABSRFDPM-IMJSIDKUSA-N,C10H26O2S2Si2,[M+H]+,299.16394,no correct formula
757,757,dopamine,VYFYYTLLBUKUHU-UHFFFAOYSA-N,C14H27N1O2Si2,[M+H]+,298.09433,no correct formula
758,758,dopamine,VYFYYTLLBUKUHU-UHFFFAOYSA-N,C17H35N1O2Si3,[M+H]+,370.13294,no correct formula
759,759,(water loss)phosphoenolpyruvic acid,DTBNBXWJWCWCIK-UHFFFAOYSA-N,C6H11O5P1Si1,[M-H]+,221.08333,no correct formula
760,760,dopamine,VYFYYTLLBUKUHU-UHFFFAOYSA-N,C20H43N1O2Si4,[M+H]+,442.24155,3
761,761,dopamine,VYFYYTLLBUKUHU-UHFFFAOYSA-N,C20H43N1O2Si4,[M-H]+,440.22687,no correct formula
762,762,dopamine,VYFYYTLLBUKUHU-UHFFFAOYSA-N,C20H43N1O2Si4,[M+H]+,442.2432,8
763,763,dithiothreitol,VHJLVAABSRFDPM-IMJSIDKUSA-N,C10H26O2S2Si2,[M+H]+,299.29242,no correct formula
764,764,guanidinosuccinate,VVHOUVWJCQOYGG-REOHCLBHSA-N,C5H9N3O4,[M]+,175.11281,no correct formula
765,765,(water loss)adenosine,OIRDTQYFTABQOQ-KQYNXXCUSA-N,C10H11N5O3,[M+H]+,250.07327,no correct formula
766,766,N-carbobenzyloxy-L-leucine,USPFMEKVPDBMCG-LBPRGKRZSA-N,C14H19N1O4,[M-H]+,264.08859,no correct formula
767,767,guanidinosuccinate,VVHOUVWJCQOYGG-REOHCLBHSA-N,C5H9N3O4,[M-H]+,174.11227,no correct formula
768,768,(water loss)adenosine,OIRDTQYFTABQOQ-KQYNXXCUSA-N,C13H19N5O3Si1,[M+H]+,322.10522,no correct formula
769,769,5-methyluridine,DWRXFEITVBNRMK-JXOAFFINSA-N,C16H30N2O6Si2,[M]+,402.16983,no correct formula
770,770,5-methyluridine,DWRXFEITVBNRMK-JXOAFFINSA-N,C22H46N2O6Si4,[M+H]+,547.24713,no correct formula
771,771,dithiothreitol,VHJLVAABSRFDPM-IMJSIDKUSA-N,C13H34O2S2Si3,[M-H]+,369.11829,no correct formula
772,772,(water loss)adenosine,OIRDTQYFTABQOQ-KQYNXXCUSA-N,C19H35N5O3Si3,[M+H]+,466.16406,no correct formula
773,773,dithiothreitol,VHJLVAABSRFDPM-IMJSIDKUSA-N,C10H26O2S2Si2,[M-H]+,297.27875,no correct formula
774,774,guanidinosuccinate,VVHOUVWJCQOYGG-REOHCLBHSA-N,C5H9N3O4,[M]+,175.16656,no correct formula
775,775,(water loss)guanidinosuccinate,VVHOUVWJCQOYGG-REOHCLBHSA-N,C5H7N3O3,[M+H]+,158.08029,no correct formula
776,776,(water loss)aniline,PAYRUJLWNCNPSJ-UHFFFAOYSA-N,C9H13N1Si1,[M+H]+,148.07788,no correct formula
777,777,(water loss)guanidinosuccinate,VVHOUVWJCQOYGG-REOHCLBHSA-N,C5H7N3O3,[M-H]+,156.08281,no correct formula
778,778,(water loss)epsilon-caprolactam,JBKVHLHDHHXQEQ-UHFFFAOYSA-N,C9H17N1Si1,[M-H]+,166.15947,no correct formula
779,779,guanidinosuccinate,VVHOUVWJCQOYGG-REOHCLBHSA-N,C5H9N3O4,[M-H]+,174.1125,no correct formula
780,780,(water loss)dithiothreitol,VHJLVAABSRFDPM-IMJSIDKUSA-N,C10H24O1S2Si2,[M+H]+,281.0545,no correct formula
781,781,dithiothreitol,VHJLVAABSRFDPM-IMJSIDKUSA-N,C13H34O2S2Si3,[M+H]+,371.11789,no correct formula
782,782,5-methyluridine,DWRXFEITVBNRMK-JXOAFFINSA-N,C10H14N2O6,[M-H]+,257.2214,no correct formula
783,783,(water loss)epsilon-caprolactam,JBKVHLHDHHXQEQ-UHFFFAOYSA-N,C6H9N1,[M]+,95.08529,no correct formula
784,784,guanidinosuccinate,VVHOUVWJCQOYGG-REOHCLBHSA-N,C5H9N3O4,[M-H]+,174.11054,no correct formula
785,785,guanidinosuccinate,VVHOUVWJCQOYGG-REOHCLBHSA-N,C5H9N3O4,[M+H]+,176.0551,no correct formula
786,786,parabanic acid,ZFLIKDUSUDBGCD-UHFFFAOYSA-N,C3H2N2O3,[M]+,114.01518,no correct formula
787,787,5-methyluridine,DWRXFEITVBNRMK-JXOAFFINSA-N,C10H14N2O6,[M+H]+,259.0914,no correct formula
788,788,dithiothreitol,VHJLVAABSRFDPM-IMJSIDKUSA-N,C10H26O2S2Si2,[M+H]+,299.16394,no correct formula
789,789,dopamine,VYFYYTLLBUKUHU-UHFFFAOYSA-N,C14H27N1O2Si2,[M+H]+,298.09433,no correct formula
790,790,dopamine,VYFYYTLLBUKUHU-UHFFFAOYSA-N,C17H35N1O2Si3,[M+H]+,370.13294,no correct formula
791,791,(water loss)phosphoenolpyruvic acid,DTBNBXWJWCWCIK-UHFFFAOYSA-N,C6H11O5P1Si1,[M-H]+,221.08333,no correct formula
792,792,dopamine,VYFYYTLLBUKUHU-UHFFFAOYSA-N,C20H43N1O2Si4,[M+H]+,442.24155,3
793,793,dopamine,VYFYYTLLBUKUHU-UHFFFAOYSA-N,C20H43N1O2Si4,[M-H]+,440.22687,no correct formula
794,794,dopamine,VYFYYTLLBUKUHU-UHFFFAOYSA-N,C20H43N1O2Si4,[M+H]+,442.2432,8
795,795,dithiothreitol,VHJLVAABSRFDPM-IMJSIDKUSA-N,C10H26O2S2Si2,[M+H]+,299.29242,no correct formula
796,796,guanidinosuccinate,VVHOUVWJCQOYGG-REOHCLBHSA-N,C5H9N3O4,[M]+,175.11281,no correct formula
797,797,(water loss)adenosine,OIRDTQYFTABQOQ-KQYNXXCUSA-N,C10H11N5O3,[M+H]+,250.07327,no correct formula
798,798,N-carbobenzyloxy-L-leucine,USPFMEKVPDBMCG-LBPRGKRZSA-N,C14H19N1O4,[M-H]+,264.08859,no correct formula
799,799,guanidinosuccinate,VVHOUVWJCQOYGG-REOHCLBHSA-N,C5H9N3O4,[M-H]+,174.11227,no correct formula
800,800,(water loss)adenosine,OIRDTQYFTABQOQ-KQYNXXCUSA-N,C13H19N5O3Si1,[M+H]+,322.10522,no correct formula
801,801,5-methyluridine,DWRXFEITVBNRMK-JXOAFFINSA-N,C16H30N2O6Si2,[M]+,402.16983,no correct formula
802,802,5-methyluridine,DWRXFEITVBNRMK-JXOAFFINSA-N,C22H46N2O6Si4,[M+H]+,547.24713,no correct formula
803,803,dithiothreitol,VHJLVAABSRFDPM-IMJSIDKUSA-N,C13H34O2S2Si3,[M-H]+,369.11829,no correct formula
804,804,(water loss)adenosine,OIRDTQYFTABQOQ-KQYNXXCUSA-N,C19H35N5O3Si3,[M+H]+,466.16406,no correct formula
805,805,dithiothreitol,VHJLVAABSRFDPM-IMJSIDKUSA-N,C10H26O2S2Si2,[M-H]+,297.27875,no correct formula
